,unaltered,eda
50,"[0.30000001192092896, 0.699999988079071, 0.4000000059604645, 0.800000011920929, 0.6000000238418579, 0.6000000238418579, 0.800000011920929, 0.800000011920929, 0.6000000238418579, 0.6000000238418579]",
